ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Your name,What is the date and time of collection?,Where are you recording the point?,"Are there no crops (fallow or pasture), one crop, or multiple crops growing in the field?",Which crop(s) are present in the field?,Other - Which crop(s) are present in the field?,"[OPTIONAL] If you selected multiple crops in the previous question, is there a dominant crop?","Other - [OPTIONAL] If you selected multiple crops in the previous question, is there a dominant crop?",[OPTIONAL] Additional notes,x,y
458,a8469021-1a3c-4204-89b4-98d7526e8a1f,3/28/2023 0:56,,3/28/2023 0:56,,KLV,,Inside the field,One crop,avocado,,,,Mango,-156.8061872,21.06786967
459,411d56a4-776f-43d7-adaf-e9e2796e7422,3/28/2023 0:56,,3/28/2023 0:56,,KP,,Inside the field,One crop,tropical_fruits,,,,"Mapulehu mango, noni",-156.8064409,21.06837845
460,d94fc5c7-379e-463e-8d2e-2e2dd2eaf086,3/28/2023 0:56,,3/28/2023 0:56,,KLVA,,Inside the field,One crop,tropical_fruits,,,,Mapulehu mangoes,-156.8066136,21.06889488
461,24333c9c-8169-48e6-be42-7555d46e7400,3/28/2023 0:56,,3/28/2023 0:56,,KP,,Inside the field,One crop,other,,,,"Mapulehu mangoes, noni",-156.8067092,21.06922905
462,72ea189c-3241-4fdf-ae7f-a9ec901b4368,4/4/2023 22:59,,4/4/2023 22:59,,Makamae ,,Inside the field,Pasture,other,None,,,Overgrown and a lot of elephant grass.,-156.9514437,20.79825857
463,66a33418-8f85-4227-bbaa-bf512b7afd04,4/4/2023 23:02,,4/4/2023 23:02,,Makamae ,,Inside the field,Multiple crops,"mai`a_(banana),tropical_fruits,other,vegetables_(e.g._leafy_greens_c","Peppers, pumpkins ",,,This is just a portion of the farm ,-156.9516202,20.79860243
464,50acd915-cf7a-4f52-902c-f2fc3c34782e,4/4/2023 23:06,,4/4/2023 23:06,,Makamae ,,Inside the field,Multiple crops,"other,mai`a_(banana)",Eggplant ,,,This is a section of the bigger farm,-156.9507965,20.79829543
465,94ad6d13-7779-4195-b599-86be9721f23f,4/4/2023 23:11,,4/4/2023 23:11,,Makamae ,,Inside the field,Multiple crops,"tropical_fruits,vegetables_(e.g._leafy_greens_c,other,mai`a_(banana)",Green onion,,,Section of the farm,-156.9513534,20.79865133
466,e3542170-73ad-4c55-b660-75f9f33a1cdf,4/4/2023 23:30,,4/4/2023 23:30,,Makamae ,,Inside the field,Multiple crops,vegetables_(e.g._leafy_greens_c,,other,Lettuce ,This is a section of the farm ,-156.9508479,20.7979177
467,60a0d71c-c65b-4d1b-ac24-ad679ec20481,4/4/2023 23:32,,4/4/2023 23:32,,Makamae ,,Inside the field,Multiple crops,"pineapple,tropical_fruits,other",Lemons,pineapple,,This is a section of the farm,-156.9510334,20.79779283
468,e8214c77-6167-40d0-9dda-8d99740bafd3,4/4/2023 23:33,,4/4/2023 23:33,,Makamae ,,Inside the field,Multiple crops,"pineapple,kalo_(taro)_-_mala_(dryland),other",Bettle nut ,pineapple,,This is a section of the farm ,-156.9509028,20.79786299
469,e0c9ed46-06e2-421d-9745-d8de2ae64732,4/4/2023 23:35,,4/4/2023 23:35,,Makamae ,,Inside the field,Multiple crops,avocado,,avocado,,This is section is mainly avacado,-156.9507727,20.79793878
470,b4667fec-d2fe-4070-9ceb-a60626238f08,4/4/2023 23:39,,4/4/2023 23:39,,Makamae ,,Inside the field,Multiple crops,other,Australian finger lime,,,A section of the farm,-156.9506042,20.79802828
471,60d6176f-dfc9-4a01-9d15-bf23ceea6c45,4/5/2023 1:33,,4/5/2023 1:33,,Hershey Lei,,Inside the field,Multiple crops,"other,`ulu_(breadfruit)","Bananas, papayas, citrus trees, cassavas, eggplants,  raspberries.",not applicable,,"— Lots of irrigation
— Fenced off
— Cultivated land
— Well taken care of",-156.9512193,20.79847498
472,13b95a9d-3238-4302-ae6e-b1108431f6cf,4/5/2023 1:33,,4/5/2023 1:33,,Hershey Lei,,Inside the field,Multiple crops,other,Papayas and Mamakis,not applicable,,,-156.9513109,20.79861914
473,1ce2d4e9-f186-4041-82c7-9f6f3b2c9924,4/5/2023 1:33,,4/5/2023 1:33,,Hershey Lei,,Inside the field,Multiple crops,"other,`uala_(sweet_potato)","Lettuce, cabbages, green onions, bok choy, eggplant, pineapples",not applicable,,Irrigated.,-156.9514905,20.79850464
474,71f85114-e380-4f11-aafb-e0cc3549117b,4/5/2023 1:33,,4/5/2023 1:33,,Hershey Lei,,Inside the field,Multiple crops,other,Peppers and eggplants,,,"— Yeild (28,000lbs of fruits and veggies)
— Many pests 
— Grown organically",-156.9515899,20.79854348
475,6fdabed4-b7e2-4e6e-954d-f6b64bcbe0cb,4/5/2023 1:33,,4/5/2023 1:33,,Hershey Lei,,Inside the field,Multiple crops,other,Lemons and tangerines,not applicable,,,-156.9510752,20.79775175
476,ea0b6531-c583-40ea-9151-35cdd99c11f8,4/6/2023 23:06,,4/6/2023 23:06,,ervina,,On the edge of the field,One crop,macadamia_nut,,macadamia nut,,,-156.8961175,20.78924277
477,0546e596-8563-4020-9b00-79d8cd4557ad,4/6/2023 23:07,,4/6/2023 23:07,,ervina,,On the edge of the field,One crop,macadamia_nut,,,,,-156.8961881,20.78911372
478,84c9a6e4-fdd1-4b5a-8a4b-24be6387ded6,4/6/2023 23:10,,4/6/2023 23:10,,Makamae ,,On the edge of the field,Pasture,other,None ,,,,-156.8918544,20.79307502
479,5854d90a-0e97-456c-aabc-62d6a4a3dd30,4/6/2023 23:10,,4/6/2023 23:10,,Alex ,,On the edge of the field,Pasture,,,,,"Fenced, pasture ",-156.8917647,20.79292148
480,feba7b1f-93f3-4d4e-8a88-c746d2d87c2a,4/6/2023 23:14,,4/6/2023 23:14,,Andrei ,,Inside the field,Multiple crops,"other,vegetables_(e.g._leafy_greens_c,kalo_(taro)_-_loʻi_(wetland)","Trees, pineapple,",,,"Organicly grown 
-125lbs of kalo 
-pineapple 400lbs",-156.9508675,20.7978105
481,57f68b96-d4df-4bb0-a752-44fbad3fc19c,4/6/2023 23:15,,4/6/2023 23:15,,Andrei badillo,,Inside the field,One crop,macadamia_nut,,,,"Was irragated 
Partially Fenced in
Abandoned 
Overgrown ",-156.8960215,20.78945018
482,801f8bf5-c792-4de7-bc63-1bfe45223aa0,4/6/2023 23:22,,4/6/2023 23:22,,Makamae,,Inside the field,Multiple crops,other,"Bamboo, panic, tea leaf",,,,-156.8945531,20.79367325
483,c88f99a3-adb2-469f-9a10-6c9a661df4cb,4/6/2023 23:24,,4/6/2023 23:24,,ervina,,Inside the field,Pasture,other,grassy,,,,-156.8944474,20.79447941
484,bdc79dbb-dd01-42ce-a225-395756a9cbe9,4/6/2023 23:26,,4/6/2023 23:26,,Andrei,,Inside the field,Fallow,,,,,"Has acces to irrigation
Fenced in 
",-156.8950843,20.79398697
485,066769cf-4397-4170-bd42-d439f06ba4eb,4/6/2023 23:26,,4/6/2023 23:26,,ervina,,Inside the field,Pasture,other,bushes,,,,-156.8944683,20.79446018
486,0d9ead91-b48f-4972-9030-e5bd45ddc12f,4/6/2023 23:26,,4/6/2023 23:26,,Makamae ,,On the edge of the field,Multiple crops,"niu_(coconut),mai`a_(banana)",,,,Can’t see the whole field. Could be more crops ,-156.8945988,20.79314437
487,dd54f549-9955-481c-83d8-8486b0ecf70f,4/6/2023 23:31,,4/6/2023 23:31,,Makamae ,,On the edge of the field,Multiple crops,"mai`a_(banana),kalo_(taro)_-_mala_(dryland),other,tropical_fruits","Tapioca,",,,,-156.8946306,20.79342816
488,b836dcd1-c17d-4cc0-904d-a20b8150d987,4/6/2023 23:45,,4/6/2023 23:45,,Andrei ,,Inside the field,Pasture,other,Chickens,,,,-156.8953681,20.79402228
489,965fe6aa-6db5-4cea-baa3-b90d5240e749,4/6/2023 23:52,,4/6/2023 23:52,,Makamae ,,On the edge of the field,Pasture,,,,,All invasive plants ,-156.8967938,20.79257758
490,507f1008-59a1-40b1-af15-4656b2f4a476,4/7/2023 0:20,,4/7/2023 0:20,,Alex ,,Inside the field,Multiple crops,other,"Kou tree, Milo tree",,,,-156.8945776,20.79374839
491,d26435cd-3360-462a-8e31-f5993aa39194,4/7/2023 0:20,,4/7/2023 0:20,,Alex ,,Inside the field,Multiple crops,other,"Kou tree, Milo Tree",,,,-156.8947781,20.79381793
492,1870dd52-4c7f-42f0-8d2f-9fe58adc2cd9,4/7/2023 0:20,,4/7/2023 0:20,,Alex ,,On the edge of the field,Pasture,,,,,"No crops, just open field, the trees are invasive species ( I don’t know what it’s called though) ",-156.8954513,20.79387198
493,dec42f35-89e8-4873-873d-3b0e5aa02f61,4/9/2023 6:26,,4/9/2023 6:26,,Rohan Fahland,,On the edge of the field,One crop,mai`a_(banana),,,,,-156.0360464,20.79816857
494,38891d15-25be-4bfd-80f5-a970bb281cbc,4/9/2023 6:26,,4/9/2023 6:26,,Rohan Fahland ,,On the edge of the field,Multiple crops,"mai`a_(banana),other",Papaya,other,Papaya,,-156.0355329,20.79911636
495,c1b98130-e2b6-4d3d-b943-27ddf19165c1,4/9/2023 6:26,,4/9/2023 6:26,,Rohan Fahland ,,Inside the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),other",Kava,,, ,-156.0379991,20.80417835
496,45241a2d-88ce-4d38-8c0b-f46ec670a9f1,4/9/2023 6:26,,4/9/2023 6:26,,Rohan Fahland ,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),other",Àpe/ Elephqnts est,other,Àpe,One big breadfruit tree surrounded by elephants ear,-156.0395203,20.80457983
497,e414537a-1475-45c8-9c8b-d265ca6cba90,4/9/2023 8:36,,4/9/2023 8:36,,Brigette Tomas,,On the edge of the field,One crop,mai`a_(banana),,,,"Farm has chickens
field used to have macadamia trees ",-156.0361444,20.79800553
498,7156682e-3fe9-4969-8b19-2274c494b8e7,4/9/2023 8:36,,4/9/2023 8:36,,Brigette Tomas,,Inside the field,One crop,niu_(coconut),,,,Dwarf coconut,-156.0360514,20.79777227
499,f3894261-4d7f-49b6-8b3a-c0916c1c9581,4/9/2023 8:36,,4/9/2023 8:36,,Brigette Tomas,,Inside the field,Multiple crops,"tropical_fruits,niu_(coconut),other",,,,"rambutan yellow
mango
acai tree
lauhala tree
Avocado",-156.0358831,20.79736461
500,04267618-aa36-4c4a-b55f-e61293a9930f,4/9/2023 8:36,,4/9/2023 8:36,,Brigette Tomas,,Inside the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana)",,`ulu (breadfruit),,"Samoan variation
ulu fiti
",-156.0365798,20.79778399
501,93113523-ec3d-45e9-98f3-ac4ca08c9ab3,4/9/2023 8:36,,4/9/2023 8:36,,Brigette Tomas,,Inside the field,One crop,tropical_fruits,,,,Mountian apple from indo china,-156.0363396,20.7984216
502,852aacea-7963-407f-82ab-1eca7e78d6cb,4/9/2023 8:36,,4/9/2023 8:36,,Brigette Tomas,,On the edge of the field,One crop,other,Bamboo,,,,-156.0363431,20.79843331
503,0c398fc2-01c4-47b0-8572-3f5f93be53bf,4/9/2023 8:36,,4/9/2023 8:36,,Brigette Tomas,,Inside the field,Multiple crops,tropical_fruits,,,,"Lychee
tangellos
miracle tree fruit",-156.0356898,20.79867324
504,5cf2c05b-5584-4c0e-8529-b49d7096b8e7,4/9/2023 8:36,,4/9/2023 8:36,,Brigette Tomas,,Inside the field,Multiple crops,tropical_fruits,,,,"Jackfruit 
vanilla ",-156.0356342,20.79879682
505,869ceafa-5d64-40de-abca-3b71714fb5f9,4/9/2023 8:36,,4/9/2023 8:36,,Brigette Tomas,,Inside the field,Multiple crops,,,,,"located in perinial garden 
achote tree
Peanut butter tree",-156.0355743,20.79898253
506,f4337c12-ef9a-473b-be2c-4cff6f51cbed,4/9/2023 8:36,,4/9/2023 8:36,,Brigette Tomas,,On the edge of the field,Home garden or irregular,vegetables_(e.g._leafy_greens_c,,,,"Short carrots
lettuce 
Scallions 
Cabbages",-156.0356378,20.79915395
507,941c653e-a0b0-4a25-83ca-d566b500cc14,4/9/2023 8:36,,4/9/2023 8:36,,Brigette Tomas,,On the edge of the field,One crop,macadamia_nut,,,,,-156.0356082,20.79928125
508,2531c577-ff63-4d5b-97c0-95f515a7a2d1,4/9/2023 8:37,,4/9/2023 8:37,,Brigette Tomas,,Inside the field,Home garden or irregular,tropical_fruits,,,,"Inga tree ice cream bean
Verbane ",-156.0229239,20.79181585
509,f44bab25-faf6-4c5a-b728-988014c56a7d,4/9/2023 8:37,,4/9/2023 8:37,,Brigette Tomas,,Inside the field,Home garden or irregular,mai`a_(banana),,,,Chinese banana,-156.0229041,20.79172279
510,bba18045-507b-4f83-9afb-5e8c59881e92,4/9/2023 8:37,,4/9/2023 8:37,,Brigette Tomas,,Inside the field,Multiple crops,"niu_(coconut),tropical_fruits",,,,"Lilikoi
Verban plant",-156.0229242,20.79169953
511,1a5e1701-e81f-4791-88c4-4e3de29b41db,4/9/2023 8:37,,4/9/2023 8:37,,Brigette Tomas,,Inside the field,Home garden or irregular,other,Mulch,,,Gunpowder trees as mulch in field ,-156.0230161,20.79172052
512,7d06bd08-ddfb-4ca3-bab5-4c30494ca960,4/9/2023 8:37,,4/9/2023 8:37,,Brigette Tomas,,Inside the field,One crop,other,Awa,,,,-156.0382631,20.80406694
513,5e3ee638-c584-4918-abc9-7d289cfe87c8,4/9/2023 8:37,,4/9/2023 8:37,,Brigette Tomas,,Inside the field,One crop,other,Kou tree,,,,-156.0384939,20.80395092
514,aa449520-b1a1-4332-92c3-6db70dbbc690,4/9/2023 8:37,,4/9/2023 8:37,,Brigette Tomas,,On the edge of the field,Multiple crops,`ulu_(breadfruit),,,,'Ape - elephants ear,-156.0395439,20.80451897
515,505c69c5-924a-4f84-889f-c46d38923f54,4/9/2023 8:37,,4/9/2023 8:37,,Brigette Tomas,,On the edge of the field,Home garden or irregular,other,'awapuhi - shampoo ginger,,,,-156.039608,20.8044682
516,49ac2140-ab3a-4239-b83a-a415cd9b2f41,4/9/2023 8:37,,4/9/2023 8:37,,Brigette Tomas,,On the edge of the field,One crop,tropical_fruits,,,,Noni,-156.0396127,20.80476351
517,14859b55-4181-46f3-95c5-2cc5c109838d,4/10/2023 21:29,,4/10/2023 21:29,,Jayleen Abraham ,,On the edge of the field,Multiple crops,"mai`a_(banana),vegetables_(e.g._leafy_greens_c,other","Citrus , dragon fruit, soursap",,,,-156.9510437,20.79819946
518,a63c5fc4-e4d1-4343-bfc8-5b539bb19107,4/10/2023 21:29,,4/10/2023 21:29,,Jayleen ,,Inside the field,Multiple crops,other,Berries ,other,Dragonfruit ,,-156.9510437,20.79819946
519,a878e1a7-af5f-4ccb-932d-5c20c40c0165,4/10/2023 21:29,,4/10/2023 21:29,,Jayleen ,,Inside the field,Multiple crops,"pineapple,`ulu_(breadfruit),other",Papayas ,,,,-156.9510437,20.79819946
520,97614439-7e5d-4262-b32f-886850c7ec67,4/10/2023 21:29,,4/10/2023 21:29,,Jayleen ,,Inside the field,Home garden or irregular,"kalo_(taro)_-_mala_(dryland),vegetables_(e.g._leafy_greens_c",,,,Were some windbreak crops,-156.917673,20.81616076
521,12553dfe-3273-4ed4-91db-1b6de974388c,4/10/2023 21:31,,4/10/2023 21:31,,Jayleen,,Inside the field,Pasture,,,,,"Pasture land but some plants are starting to grow

",-156.9226547,20.82683819
522,90800d6b-dac1-46e5-8b86-a46f459ebd24,4/10/2023 21:32,,4/10/2023 21:32,,Jayleen ,,On the edge of the field,One crop,macadamia_nut,,,,Macademia nut farms ,-156.9226079,20.82685746
523,7a5ce213-191b-46cb-a960-76d99585ede9,4/10/2023 21:33,,4/10/2023 21:33,,Jayleen ,,Inside the field,Multiple crops,"`ulu_(breadfruit),avocado,other,tropical_fruits",,other,Lemons ,,-156.9227049,20.82686933
524,d8192f75-df15-4d88-852d-6c7c59998ef5,4/13/2023 3:05,,4/13/2023 3:05,,Carter Rosenthal,,On the edge of the field,Multiple crops,vegetables_(e.g._leafy_greens_c,,,,The farm crop-rotates often and uses mushroom straw to fertilize ,-156.2860289,20.81547604
525,391f706c-df6b-43a2-a157-8c08f2594ea3,4/13/2023 3:05,,4/13/2023 3:05,,Carter Rosenthal,,On the edge of the field,One crop,vegetables_(e.g._leafy_greens_c,,,,,-156.2860808,20.81556492
526,ab05d1cd-ecc6-436c-a9db-10e2016a48a7,4/13/2023 3:05,,4/13/2023 3:05,,Carter Rosenthal,,On the edge of the field,Multiple crops,,,,,Blend of different types of lettuce.,-156.2860924,20.8156181
527,7972bac3-bb6f-49e5-933e-d70482ca7270,4/13/2023 3:05,,4/13/2023 3:05,,Carter Rosenthal,,On the edge of the field,One crop,vegetables_(e.g._leafy_greens_c,,,,5 beds of carrots,-156.2861093,20.81564516
528,7dd834e7-6ff2-409e-857c-4a70ea076040,4/13/2023 3:05,,4/13/2023 3:05,,Carter Rosenthal,,On the edge of the field,Multiple crops,other,Parsnips,,,,-156.2861256,20.81570745
529,1e1f2b97-08b9-4d2a-b2ed-139143cf8e7c,4/13/2023 3:05,,4/13/2023 3:05,,Carter Rosenthal,,On the edge of the field,One crop,other,Potato,,,"Excessive rain (40+ inches in the winter) gave many of the potatoes blight, lowering the crop yield.",-156.2861675,20.81578785
530,a5d5f7f3-0e65-4edd-b0ab-fb5ebb73bf8a,4/13/2023 3:05,,4/13/2023 3:05,,Carter Rosenthal,,On the edge of the field,Multiple crops,other,"Kale, yellow onions",,,,-156.2861481,20.81582004
531,f6ccc9a6-630d-46a1-9d89-991055405a4f,4/13/2023 3:06,,4/13/2023 3:06,,Carter Rosenthal,,On the edge of the field,Multiple crops,"vegetables_(e.g._leafy_greens_c,other","Beats, scallions, head lettuce, other greens ",,,,-156.2862465,20.81599462
532,d88c98bf-f9d8-46b1-a2b0-9c862ce1716f,4/13/2023 3:06,,4/13/2023 3:06,,Carter Rosenthal,,On the edge of the field,Multiple crops,other,"4 beds of Leach, 6 beds of onion",,,,-156.2863,20.81608947
533,f7b73510-bf72-4b6c-b8c2-46ad5d0b5c7b,4/13/2023 3:06,,4/13/2023 3:06,,Carter Rosenthal,,On the edge of the field,Multiple crops,vegetables_(e.g._leafy_greens_c,,,,"Arugula, mixed-green",-156.2856703,20.8157094
534,f4c593ce-9b6b-43fd-9736-885fac7eaf23,4/13/2023 3:06,,4/13/2023 3:06,,Carter Rosenthal,,On the edge of the field,Multiple crops,vegetables_(e.g._leafy_greens_c,,,,Salad and Arugala,-156.2856413,20.81562991
535,edb8f781-a062-4726-80bb-97cac0923bdb,4/13/2023 3:06,,4/13/2023 3:06,,Carter Rosenthal,,On the edge of the field,Multiple crops,"other,vegetables_(e.g._leafy_greens_c","Turnips, beats, carrots",,,,-156.2855308,20.81554962
536,6f9a0ebb-7e94-4aba-abf5-7fbfbad925e5,4/13/2023 3:06,,4/13/2023 3:06,,Carter Rosenthal,,On the edge of the field,Multiple crops,other,"Snap peas, artichoke, onions, mixed greens",,,,-156.2857978,20.81538907
537,0586e4bb-1840-49ef-b868-f75590fdd590,4/13/2023 6:43,,4/13/2023 6:43,,jerry,,On the edge of the field,Multiple crops,"other,mai`a_(banana)","potato, salad kale; carrots purple + white dicon rotated regularly",,,mostly salad stuff rotating regulaly. tomatoand cucumber in hi tunnels in summer,-156.2861815,20.81576011
538,588de1e3-9325-44f3-8aa4-c3ba0e59d367,4/13/2023 6:43,,4/13/2023 6:43,,jerry,,On the edge of the field,Pasture,,,,,,-156.2217877,20.89828376
539,69cdb7d5-26ff-4015-b30c-1fd898961626,4/13/2023 6:43,,4/13/2023 6:43,,jerry,,Inside the field,Pasture,,,,,,-156.2216036,20.89853971
540,cc4eef11-1303-4273-b6ba-aedcf13c2700,4/13/2023 6:43,,4/13/2023 6:43,,jerry,,Inside the field,Multiple crops,"macadamia_nut,mai`a_(banana),`ulu_(breadfruit)",,,,,-156.0360324,20.79829214
541,90c65eec-e5bb-40ba-946e-f69d182fa025,4/13/2023 6:43,,4/13/2023 6:43,,jerry,,Inside the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana),macadamia_nut,niu_(coconut)",,,,,-156.0360285,20.79774284
542,dcb81dac-bf17-45f0-8973-cd72a784fded,4/13/2023 6:43,,4/13/2023 6:43,,jerry,,Inside the field,Multiple crops,"niu_(coconut),mai`a_(banana),tropical_fruits,avocado,other",acai,,,,-156.0359221,20.79737797
543,f34233ff-2fdd-4680-8063-1ae7ab5babb3,4/13/2023 6:43,,4/13/2023 6:43,,jerry,,Inside the field,Multiple crops,"`uala_(sweet_potato),niu_(coconut),mai`a_(banana),pineapple,tropical_fruits,other",lilikoi,,,,-156.0229177,20.79165857
544,7e9ca715-a1de-48b3-8625-37f7b0e77820,4/13/2023 6:43,,4/13/2023 6:43,,jerry,,Inside the field,Multiple crops,"kalo_(taro)_-_loʻi_(wetland),kalo_(taro)_-_mala_(dryland),`ulu_(breadfruit),niu_(coconut),mai`a_(banana),`uala_(sweet_potato),tropical_fruits,sugarcane",,,,,-156.0378537,20.80422861
545,080919d8-0afa-4c2e-925b-078e2a73bb2e,4/13/2023 21:00,,4/13/2023 21:00,,Rennan,,On the edge of the field,Fallow,,,,,,-156.9220534,20.81755293
546,f841ae47-2347-40eb-a2fc-faaa274ebd34,4/13/2023 21:01,,4/13/2023 21:01,,Rennan,,On the edge of the field,Multiple crops,"vegetables_(e.g._leafy_greens_c,kalo_(taro)_-_mala_(dryland)",,,,,-156.9220394,20.81758224
547,02d0c343-0389-4421-857d-00f51449af28,4/13/2023 21:01,,4/13/2023 21:01,,Rennan,,On the edge of the field,One crop,other,Dragon fruit ,,,,-156.9513927,20.79889478
548,f63eeebb-7739-4771-8517-0ba50927539e,4/13/2023 21:02,,4/13/2023 21:02,,Rennan ,,Inside the field,One crop,other,Lemons ,,,,-156.951027,20.79775944
549,9b0640bc-dc72-4a75-9421-5b871c372d4e,4/13/2023 21:02,,4/13/2023 21:02,,Rennan,,Inside the field,One crop,other,Tree,,,,-156.8944791,20.7936464
550,3da3bf8d-86f8-4a72-a079-2d28c04e951d,4/13/2023 21:03,,4/13/2023 21:03,,Rennan,,On the edge of the field,One crop,"mai`a_(banana),niu_(coconut)",,,,,-156.8945788,20.79312693
551,a05a2699-5fb1-4553-aa96-ef3dc6a776ea,4/13/2023 21:03,,4/13/2023 21:03,,Rennan,,On the edge of the field,One crop,mai`a_(banana),,,,,-156.8946955,20.79338893
552,668dc634-9212-4350-b702-9964424e6ce8,4/14/2023 19:13,,4/14/2023 19:13,,Ervina,,Inside the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana),tropical_fruits,vegetables_(e.g._leafy_greens_c",,other,Dragon Fruits,,-156.9510437,20.79820513
553,d4d43646-7f42-42c3-a2db-ca0720a567d5,4/14/2023 19:13,,4/14/2023 19:13,,Ervina,,Inside the field,Multiple crops,tropical_fruits,,,,,-156.9510437,20.79820496
554,12004396-461e-48d9-a472-6838268e4063,4/14/2023 19:13,,4/14/2023 19:13,,Ervina,,Inside the field,Multiple crops,tropical_fruits,,,,,-156.9496735,20.79057011
555,86bd3757-9abf-482b-9af9-ee7672b02401,4/14/2023 19:13,,4/14/2023 19:13,,Ervina ,,Inside the field,Multiple crops,"other,tropical_fruits",Soursop,,,,-156.9496735,20.79057007
556,7157d3cd-fc8d-4003-a4a5-28446b3ba9f5,4/14/2023 19:13,,4/14/2023 19:13,,Ervina ,,Inside the field,Multiple crops,"avocado,tropical_fruits",,,,,-156.9496735,20.79057007
557,db6fde84-db43-4b33-b079-1aca4d8e8187,4/14/2023 19:13,,4/14/2023 19:13,,Ervina ,,Inside the field,Fallow,,,,,,-156.9496735,20.79057007
558,4e4f94de-7795-4f09-ae8d-569d380b830b,4/14/2023 19:13,,4/14/2023 19:13,,Ervina ,,Inside the field,Multiple crops,tropical_fruits,,tropical fruits,,,-156.9496735,20.79057007
559,9272abbb-d6cf-432a-9cbb-b9b58ac4d082,4/16/2023 22:53,,4/16/2023 22:53,,Mary,,On the edge of the field,One crop,`ulu_(breadfruit),,,,Hana Ranch,-155.989184,20.73277403
560,09e99161-4741-49d3-afae-5c4214904913,4/16/2023 22:53,,4/16/2023 22:53,,Mary,,On the edge of the field,One crop,`ulu_(breadfruit),,,,Hana Ranch,-155.9888779,20.73303577
561,75d32ea1-04a6-40a4-8421-13b8ace0ea97,4/16/2023 22:53,,4/16/2023 22:53,,Mary,,On the edge of the field,One crop,`ulu_(breadfruit),,,,Hana Ranch,-155.9880768,20.7338355
562,0eb5bccb-6366-4730-b923-f75bb1bdc6ec,4/16/2023 22:53,,4/16/2023 22:53,,Mary,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana)",,,,Hana Ranch,-155.9876132,20.7341071
563,d2b878f5-d965-4c00-9bab-85a0d05383a5,4/16/2023 22:53,,4/16/2023 22:53,,Mary,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana)",,,,,-156.0016862,20.69579571
564,976da58a-c187-428b-bc1e-ab3a57eeb4b1,4/16/2023 22:53,,4/16/2023 22:53,,Mary,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana)",,,,,-156.0017847,20.69570316
565,7a151bc5-4e7f-4c62-b78a-a7674d420c92,4/16/2023 22:53,,4/16/2023 22:53,,Mary,,Inside the field,Multiple crops,"mai`a_(banana),niu_(coconut),`ulu_(breadfruit)",,,,,-156.0491882,20.66712731
566,cb9b67c6-8e86-4b7f-86ab-ade95920f892,4/16/2023 22:53,,4/16/2023 22:53,,Mary,,Inside the field,Multiple crops,"kalo_(taro)_-_loʻi_(wetland),mai`a_(banana)",,,,,-156.0492897,20.66700188
567,33d62b48-ff2f-468b-bf08-259397d7d04e,4/16/2023 22:53,,4/16/2023 22:53,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.0494634,20.66697039
568,c46e9e3b-8fe7-453d-8b67-8d1d5741d983,4/16/2023 22:53,,4/16/2023 22:53,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.0496136,20.66685786
569,2d563915-60f8-4ce8-9a83-93637cffa932,4/16/2023 22:53,,4/16/2023 22:53,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.0496133,20.66685795
570,04952ef7-9413-4054-a5a3-a5abc4ebce2f,4/16/2023 22:54,,4/16/2023 22:54,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.0497373,20.66672957
571,07c0e5af-9b15-43c1-8386-a496ea363909,4/16/2023 22:54,,4/16/2023 22:54,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.0497259,20.66676269
572,f47b4400-ab7d-407b-be97-59ab3006e208,4/16/2023 22:54,,4/16/2023 22:54,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.0494773,20.66685527
573,c97a5af6-a003-40be-8714-ec8b17bf5ded,4/16/2023 22:54,,4/16/2023 22:54,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.0493928,20.66676007
574,c9a958e3-c94a-404b-8e85-e21569928b50,4/16/2023 22:54,,4/16/2023 22:54,,Maty,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.0495461,20.66661884
575,58068978-b754-490a-99ce-6056be87b060,4/16/2023 22:54,,4/16/2023 22:54,,Mary,,Inside the field,Fallow,,,,,,-156.0494753,20.66658206
576,76ffe822-68ff-472b-a3bd-752c6baa35ff,4/16/2023 22:54,,4/16/2023 22:54,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.0493701,20.66653086
577,5233980e-fe25-4557-b82f-8c3efba1aee8,4/16/2023 22:54,,4/16/2023 22:54,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.0492664,20.66659597
